basin_id,lat,lon,elev_mean,slope_mean,area_km2,mean_prcp,mean_pet,aridity,frac_snow,q_mean,runoff_ratio,hfd_mean,baseflow_index,soil_depth_pelletier,frac_forest,lai_max
11237500,37.19856,-119.21373,2201.22,104.67149,59.82,2.92850376454483,2.94218308008214,1.00467109371786,0.749856960685691,1.87841542353989,0.64142496461221,220.0,0.487675099492906,0.98,0.8069,1.57688118000328
11274500,37.31549,-121.12521,377.44,54.47513,347.75,1.2064462696783,2.7498298973306,2.27928086516761,0.0,0.127310759874269,0.105525428752179,144.473684210526,0.230284232058962,1.20448877805486,0.3051,1.27851850971171
11451100,39.16545,-122.61999,740.46,103.93357,155.09,2.96147159479808,2.59033155373032,0.874677156546198,0.123536359034925,1.81466406519742,0.612757545399028,135.35,0.396907333257249,0.906122448979592,0.8707,2.2141236488828
11468500,39.42822,-123.73779,276.08,45.14956,273.51,3.58288295687885,2.71716240930869,0.758373198904518,0.000524205133848,1.7820639330563,0.497382681629294,135.25,0.389544707921004,1.66666666666667,1.0,4.76305862680861
11523200,41.11126,-122.70558,1614.41,139.34749,382.94,2.93242299794661,2.56179555099247,0.873610510075229,0.431707151976883,2.6524173143999,0.904513883657718,190.75,0.587634313191209,0.658496732026144,0.98,2.02664255784056
12040500,47.53786,-124.31575,437.01,96.58146,1153.44,8.15461190965092,1.89909648186174,0.232886187951406,0.0670917839751389,9.68843810576967,1.18809309543026,117.1,0.515538191263736,2.58152173913043,0.9969,3.75000349855693
12048000,48.01426,-123.13268,1263.46,183.83774,405.01,4.7751266255989,2.51796607802875,0.527308755443305,0.498197653251076,2.33485956161167,0.488962857884177,187.75,0.679331034591701,0.801925722145805,0.9881,3.12567142570297
12092000,46.90372,-122.03511,1330.94,172.20201,240.88,7.27449555099247,2.07675957563313,0.285485029315853,0.513670726431351,5.41986016073975,0.74504962203191,195.55,0.694986625401127,0.916876574307305,0.9239,3.14801874214801
12095000,47.13955,-122.09261,757.39,103.55868,205.84,4.56074606433949,2.47970026009582,0.543704960792406,0.0782320939481484,2.65863567896673,0.582938765162704,144.95,0.604888472247746,3.17274939172749,0.9717,4.37782292989303
12147500,47.71232,-121.78873,601.12,112.82134,102.89,7.99334839151266,1.95754405201916,0.24489662606195,0.159041201436992,8.30180160951359,1.03858873689635,140.7,0.627931121484973,1.14583333333333,1.0,3.76946054454278
12175500,48.67263,-121.0729,1538.75,245.56131,273.82,5.46175222450376,2.18863189596167,0.400719733521145,0.690360443229126,5.71830244222982,1.04697214505174,251.2,0.671256030973509,0.483801295896328,0.7897,1.99266346050159
12358500,48.49524,-114.01012,1559.24,106.51262,2939.19,3.33040109514031,2.21818268309377,0.666040701923417,0.558849303987327,2.33870715445303,0.702229877916402,237.45,0.613435019115008,0.700782778864971,0.7376,2.46772009188513
12374250,47.82966,-114.69763,1379.76,104.39721,50.79,2.24356741957563,2.39513763175907,1.06755768106675,0.43980631218249,0.394046550633463,0.175633924434505,219.25,0.64285142287533,1.17171717171717,0.7973,2.87802118189041
12390700,47.58605,-115.35515,1415.22,115.21011,470.23,3.03506913073238,2.88721553730322,0.951284933864594,0.519487009712609,1.13119899676195,0.372709466584371,216.25,0.652728381742359,0.729040097205346,0.9955,3.31098417774674
12447390,48.82292,-120.14592,1700.98,172.58264,58.1,2.55907597535934,2.18839374401095,0.855149970177677,0.777311497508566,1.36554402331903,0.533608238468684,241.3,0.534019978280287,0.472727272727273,0.9643,1.19995288634616
13310700,44.98694,-115.725,1979.98,106.69118,853.13,3.04728131416838,2.74545106091718,0.900950971658628,0.659423756726634,1.40403490297863,0.460750012298028,231.25,0.621745886057291,0.715384615384615,0.9654,1.89139522226435
13313000,44.96167,-115.5,2155.6,111.17973,561.94,3.63047912388775,2.86112984257358,0.788086019761959,0.744536050209931,1.41373884040047,0.38940833762089,236.85,0.573368355518336,1.1468085106383,0.9807,1.71293556367413
13337000,46.15083,-115.58722,1548.18,120.82851,3053.42,3.58831759069131,2.32941932922656,0.649167547284404,0.56457032594174,2.1587714242307,0.601611025130805,226.1,0.615920898896594,0.62545594163947,0.9726,3.46497736572959
13338500,46.08639,-115.97667,1418.36,110.2649,3027.0,2.32584257357974,2.25571330595483,0.9698478012134,0.360817479170443,0.726261971982794,0.312257579353272,219.65,0.652413735708596,0.870519098922625,0.8078,3.27154259451552
14092750,44.75039,-121.6334,1597.68,155.84779,57.48,4.59137987679671,3.07148919917864,0.668968650296377,0.535953008986575,3.27113675279934,0.71245177715104,190.45,0.708062366238237,1.06194690265487,0.9807,2.93316803628849
14308990,42.82318,-123.12589,987.04,96.62676,167.76,3.65558384668036,3.06434930869268,0.838265359848173,0.135825515539971,1.25590274290098,0.343557361990608,141.2,0.551512997560318,0.889679715302491,1.0,4.60764550449176
14309500,42.804,-123.61091,709.83,110.42527,224.92,4.97778097193703,3.12220390143737,0.627228059860258,0.0612553691709827,2.45769981839278,0.493734021695294,125.55,0.459454969190781,0.894594594594595,1.0,4.22790223020142
14316700,43.34984,-122.72894,952.26,119.0892,587.9,4.54340041067762,2.2776297467488,0.501305088892464,0.176336580742005,2.92593688667056,0.643997143591881,135.5,0.508616082222394,0.879292403746098,1.0,4.85965245245316
14325000,42.8915,-124.07065,656.53,124.96889,443.07,6.29743737166324,2.43465173169062,0.38660991574857,0.0302033920558714,4.07228330027814,0.64665721307564,125.9,0.480768555174975,0.990318118948824,1.0,4.15073036379494
